Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,mlg,age,make,model,mileage_new,engine_new,power_new,KM_Driven
Chennai,Petrol,Manual,First,5,1.45,15.9,13,maruti,esteem,,1298,85,30
Delhi,Petrol,Manual,Second,5,3.5,17,7,hyundai,i20,,1197,80,48
Kochi,Diesel,Manual,First,7,10.79,21.9,3,honda,br-v,,1498,98.6,32
Jaipur,Petrol,Manual,First,5,5.12,19.1,3,hyundai,xcent,,1197,81.86,28
Mumbai,Petrol,Manual,First,5,5.7,20.89,3,maruti,ignis,,1197,81.8,7
Hyderabad,Petrol,Manual,First,5,1.25,13.8,13,ford,ikon,,1299,70,92
Kolkata,Petrol,Manual,First,5,2.65,20.36,7,hyundai,i10,,1197,78.9,25
Kolkata,Petrol,Manual,Second,5,1.5,18.6,10,chevrolet,beat,,1199,79.4,35
Jaipur,Diesel,Manual,First,5,9.75,28.09,3,maruti,ciaz,,1248,88.5,36
Chennai,Petrol,Automatic,Third,5,1.96,16.4,15,honda,city,,1497,78,100
Bangalore,Petrol,Manual,First,5,2.75,24.07,9,maruti,alto,,998,67.1,64
Chennai,Diesel,Manual,First,5,2.8,21.9,11,hyundai,i20,,1396,90,47
Jaipur,Diesel,Manual,First,5,4.15,24,6,hyundai,grand,,1120,70,64
Pune,Diesel,Manual,Second,5,3.27,23.2,5,maruti,ritz,,1248,73.94,65
Pune,Petrol,Manual,First,5,6.3,18.6,4,hyundai,i20,,1197,81.83,21
Coimbatore,Diesel,Manual,First,5,11.31,24.3,3,maruti,vitara,,1248,88.5,18
Pune,Petrol,Manual,First,5,6,20.73,6,maruti,ciaz,,1373,91.1,49
Kochi,Petrol,Automatic,First,5,5.43,17.5,7,nissan,sunny,,1498,99.6,37
Hyderabad,Diesel,Manual,First,5,4.65,22.07,8,volkswagen,polo,,1199,73.9,62
Hyderabad,Diesel,Manual,First,7,7.5,20.77,5,maruti,ertiga,,1248,88.8,59
Jaipur,Diesel,Manual,First,5,6.25,26.59,5,maruti,swift,,1248,74,60
Mumbai,Petrol,Manual,First,5,3.15,19.4,7,honda,brio,,1198,86.8,17
Hyderabad,Petrol,Manual,First,5,2.3,16,12,hyundai,i10,,1086,66.7,80
Kochi,Diesel,Manual,First,5,7.4,28.09,3,maruti,ciaz,,1248,88.5,41
Pune,Petrol,Manual,Second,5,1.55,13.8,14,ford,ikon,,1299,70,98
Pune,Petrol,Manual,Second,5,6,16.2,3,volkswagen,polo,,1199,74,54
Chennai,Petrol,Manual,First,5,5.9,18.7,4,honda,jazz,,1199,88.7,17
Bangalore,Diesel,Manual,Second,5,4.7,25.8,7,honda,amaze,,1498,98.6,33
Hyderabad,Diesel,Manual,First,5,6.5,22.54,5,hyundai,i20,,1396,88.73,86
Hyderabad,Diesel,Manual,First,5,3.55,21.1,8,maruti,ritz,,1248,73.9,146
Pune,Diesel,Manual,First,5,7.99,24.3,3,maruti,vitara,,1248,88.5,38
Bangalore,Petrol,Manual,Second,5,4.1,17,11,hyundai,i20,,1197,80,64
Hyderabad,Petrol,Automatic,First,5,3.95,24.07,3,maruti,alto,,998,67.1,25
Kochi,Petrol,Manual,First,5,4.38,21.1,4,hyundai,eon,,814,55.2,36
Mumbai,Petrol,Manual,First,5,2.75,20.36,9,hyundai,i10,,1197,78.9,35
Bangalore,Diesel,Manual,First,5,6.6,22.77,7,ford,ecosport,,1498,98.59,62
Jaipur,Diesel,Manual,Third,5,1.28,20,10,ford,figo,,1399,68,100
Pune,Petrol,Manual,Third,5,1.2,14.49,14,chevrolet,aveo,,1399,92.7,78
Coimbatore,Petrol,Manual,First,5,4.31,18.5,7,maruti,ritz,,1197,85.8,57
Coimbatore,Petrol,Manual,First,5,5.64,18.9,3,hyundai,grand,,1197,82,74
Pune,Petrol,Manual,Second,5,2.85,17.5,12,maruti,swift,,1298,85.8,64
Delhi,Petrol,Manual,First,5,3.5,13,9,honda,city,,1343,90,100
Jaipur,Diesel,Manual,First,5,7.5,20.46,6,renault,duster,,1461,83.8,75
Kochi,Petrol,Manual,First,5,4.7,19.1,5,hyundai,xcent,,1197,82,41
Hyderabad,Petrol,Automatic,First,5,8.5,22,3,maruti,dzire,,1197,81.8,13
Kochi,Petrol,Manual,First,5,3.51,22.74,3,maruti,alto,,796,47.3,54
Bangalore,Diesel,Manual,First,5,2.65,25.44,8,chevrolet,beat,,936,57.6,40
Kochi,Petrol,Manual,First,5,3.52,20.51,5,maruti,wagon,,998,67.04,43
Mumbai,Petrol,Manual,First,5,5.25,20.85,5,maruti,swift,,1197,83.14,19
Chennai,Petrol,Manual,First,5,3.25,18.5,10,hyundai,i20,,1197,80,67
Pune,Diesel,Manual,First,5,8.5,15,3,maruti,s,,1248,88.5,32
Kolkata,Diesel,Manual,First,5,4.9,24,3,hyundai,grand,,1186,73.97,14
Kolkata,Diesel,Manual,First,5,2.9,25.2,8,maruti,swift,,1248,74,52
Coimbatore,Diesel,Manual,First,5,7.83,27.39,2,maruti,baleno,,1248,74,25
Bangalore,Petrol,Manual,Second,5,2,13.2,12,hyundai,accent,,1495,94,72
Hyderabad,Diesel,Manual,First,5,6.25,25.2,4,maruti,swift,,1248,74,54
Coimbatore,Petrol,Automatic,First,4,3.19,21.9,4,tata,nano,,624,37.48,24
Ahmedabad,Diesel,Manual,First,7,7.75,25.47,3,maruti,ertiga,,1248,88.5,63
Delhi,Petrol,Automatic,Second,5,3.2,23.1,6,maruti,celerio,,998,67.04,35
Delhi,Diesel,Manual,First,5,4.9,25.2,5,maruti,swift,,1248,74,63
Chennai,Diesel,Manual,First,5,1.15,17.2,12,tata,indica,,1396,53.5,77
Kochi,Petrol,Manual,First,5,8.46,18.2,2,honda,jazz,,1199,88.7,20
Kolkata,Petrol,Manual,First,5,3.25,16.78,7,toyota,etios,,1496,88.73,42
Hyderabad,Petrol,Manual,First,5,2.6,19.7,8,maruti,alto,,796,46.3,67
Coimbatore,Petrol,Manual,First,5,5.2,20.4,4,maruti,swift,,1197,81.8,37
Pune,Petrol,Manual,Third,5,1.8,19,11,maruti,a-star,,998,66.1,85
Chennai,Petrol,Manual,First,4,1.6,25.4,9,tata,nano,,624,37.48,35
Kolkata,Diesel,Manual,First,5,2.5,25.5,5,ford,figo,,1498,99,72
Jaipur,Petrol,Manual,First,5,2.5,16,9,fiat,linea,,1368,90,48
Coimbatore,Petrol,Manual,First,5,6.7,18.16,3,ford,figo,,1196,86.8,28
Hyderabad,Petrol,Manual,First,5,1.2,15.4,15,maruti,baleno,,1590,94,92
Hyderabad,Diesel,Manual,First,5,2.2,25,4,tata,indica,,1396,69,73
Kolkata,Petrol,Manual,Second,5,1.5,18.5,9,maruti,ritz,,1197,85.8,50
Coimbatore,Petrol,Automatic,Second,5,5.08,16.95,6,hyundai,i10,,1197,78.9,41
Kolkata,Petrol,Manual,First,5,1.46,18.6,10,chevrolet,beat,,1199,79.4,17
Pune,Diesel,Manual,Second,5,2.05,17.8,13,ford,fiesta,,1399,68,112
Coimbatore,Diesel,Manual,First,5,4.08,20,6,ford,figo,,1399,68,74
Hyderabad,Petrol,Automatic,First,5,4.55,23.1,6,maruti,celerio,,998,67.04,44
Bangalore,Petrol,Manual,First,5,2.45,18.9,10,maruti,wagon,,998,67.1,81
Hyderabad,Petrol,Manual,First,8,2.35,16.8,7,maruti,omni,,796,34.2,26
Coimbatore,Petrol,Manual,First,5,4.32,22.5,5,maruti,wagon,,998,67.04,72
Mumbai,Petrol,Manual,First,5,5.85,18.6,2,hyundai,i20,,1197,81.83,19
Bangalore,Petrol,Manual,Second,7,6.25,16.02,7,maruti,ertiga,,1373,93.7,68
Mumbai,Diesel,Manual,First,5,9.75,23.65,3,maruti,sx4,,1248,88.5,26
Hyderabad,Diesel,Manual,First,5,4.1,22.07,9,volkswagen,polo,,1199,73.9,75
Chennai,Petrol,Manual,First,5,6.5,18.7,4,honda,jazz,,1199,88.7,23
Pune,Diesel,Manual,First,5,4.75,23.4,7,maruti,swift,,1248,74,88
Kolkata,Petrol,Manual,First,5,6.35,18.6,2,hyundai,i20,,1197,81.83,11
Hyderabad,Diesel,Manual,First,5,8.5,27.4,2,honda,amaze,,1498,98.6,12
Chennai,Diesel,Manual,First,7,5.5,24.2,5,honda,mobilio,,1498,98.6,65
Kochi,Diesel,Manual,First,7,6.56,20.77,7,maruti,ertiga,,1248,88.8,39
Pune,Petrol,Manual,First,5,2.3,24.07,6,maruti,alto,,998,67.1,49
Pune,Diesel,Manual,Second,10,3.5,13.1,16,toyota,qualis,,2446,75,77
Kochi,Petrol,Manual,First,5,4.55,20.36,4,hyundai,i10,,1197,78.9,21
Mumbai,Petrol,Manual,Second,5,5.25,18.6,5,hyundai,i20,,1197,81.83,37
Pune,Petrol,Manual,First,5,1.79,14.49,10,chevrolet,aveo,,1399,92.7,80
Kolkata,Petrol,Manual,First,5,2.49,20.51,6,maruti,wagon,,998,67.04,40
Jaipur,Petrol,Manual,First,5,3.15,25.17,4,renault,kwid,,799,53.3,4
Ahmedabad,Diesel,Manual,First,5,4.25,22.07,7,volkswagen,polo,,1199,73.9,55
Hyderabad,Petrol,Manual,First,5,2.75,22.74,6,maruti,alto,,796,47.3,58
Kochi,Petrol,Manual,First,5,7.14,18.6,3,hyundai,i20,,1197,81.83,58
Jaipur,Petrol,Manual,Third,5,3.5,17,8,hyundai,i20,,1197,80,71
Chennai,Diesel,Manual,First,5,7.3,22.54,3,hyundai,i20,22.54,1396,88.73,12
Kolkata,Petrol,Manual,First,5,2.75,20.51,6,maruti,wagon,20.51,998,67.04,25
Bangalore,Diesel,Manual,Second,5,8.2,22.54,3,hyundai,i20,22.54,1396,88.73,43
Pune,Diesel,Manual,First,5,4.25,20,5,ford,figo,20,1399,68.05,92
Coimbatore,Petrol,Manual,Second,5,6.21,18.6,6,maruti,swift,18.6,1197,85.8,33
Kochi,Diesel,Manual,First,5,4.58,24,4,hyundai,grand,24,1120,70,52
Coimbatore,Petrol,Manual,First,5,4.09,19.81,6,hyundai,i10,19.81,1086,68.05,60
Hyderabad,Petrol,Automatic,First,5,4.4,23.1,6,maruti,celerio,23.1,998,67.04,33
Mumbai,Diesel,Manual,First,7,7.25,20.77,6,maruti,ertiga,20.77,1248,88.8,64
Hyderabad,Diesel,Manual,First,5,3.2,20,7,ford,figo,20,1399,68.05,51
Mumbai,Petrol,Manual,First,5,3.95,16.47,6,volkswagen,polo,16.47,1198,74,57
Kolkata,Petrol,Manual,First,5,1.75,17.92,7,hyundai,santro,17.92,1086,62.1,31
Chennai,Diesel,Manual,First,7,6.9,24.5,6,honda,mobilio,24.5,1498,98.6,23
Coimbatore,Petrol,Manual,First,5,7.77,18.6,2,hyundai,i20,18.6,1197,81.83,15
Hyderabad,Petrol,Manual,First,5,5.35,18.6,6,hyundai,i20,18.6,1197,81.83,70
Chennai,Diesel,Manual,Second,7,4.5,13.6,9,mahindra,bolero,13.6,2523,63,99
Mumbai,Petrol,Manual,First,5,0.7,17.3,15,maruti,zen,17.3,993,60,102
Coimbatore,Petrol,Automatic,First,5,5.57,18.9,5,hyundai,grand,18.9,1197,82,61
Jaipur,Diesel,Manual,First,5,5.9,25.4,2,hyundai,xcent,25.4,1186,73.97,25
Bangalore,Petrol,Manual,First,5,2.9,20.36,10,hyundai,i10,20.36,1197,78.9,69
Delhi,Petrol,Manual,First,5,3.68,19.4,4,honda,brio,19.4,1198,86.8,32
Jaipur,Diesel,Manual,First,5,6.75,25.1,6,honda,city,25.1,1498,98.6,71
Kochi,Diesel,Manual,First,5,6.96,25.1,5,honda,city,,1498,98.6,80
Jaipur,Petrol,Manual,First,5,3.25,21.7,3,renault,kwid,,999,67,63
Hyderabad,Diesel,Manual,First,5,8.65,28.4,2,maruti,swift,,1248,74,5
Pune,Petrol,Automatic,First,5,5,23.1,3,maruti,celerio,,998,67.04,7
Jaipur,Petrol,Manual,Second,5,2.6,20.36,10,hyundai,i10,,1197,78.9,66
Kochi,Petrol,Manual,First,5,3.41,19.81,6,hyundai,i10,,1086,68.05,58
Kolkata,Petrol,Manual,First,5,2.7,22,9,maruti,dzire,,1197,81.8,46
Mumbai,Diesel,Manual,First,5,4.25,21.64,7,nissan,sunny,,1461,84.8,47
Ahmedabad,Petrol,Manual,First,5,3.2,18.9,5,maruti,wagon,,998,67.1,51
Bangalore,Diesel,Manual,Second,5,6.85,23.4,6,maruti,swift,,1248,74,25
Delhi,Diesel,Manual,First,5,4.5,25.8,5,honda,amaze,,1498,98.6,48
Delhi,Diesel,Manual,First,5,3.55,28.4,8,maruti,swift,,1248,74,52
Bangalore,Petrol,Manual,First,5,2.66,22.7,4,datsun,redi-go,,799,53.64,20
Coimbatore,Diesel,Manual,First,5,8.07,26,4,honda,city,,1498,98.6,60
Coimbatore,Diesel,Manual,First,7,7.5,20.77,4,maruti,ertiga,,1248,88.76,85
Mumbai,Diesel,Manual,Second,5,2.85,19.3,12,maruti,swift,,1248,73.9,91
Hyderabad,Diesel,Manual,First,5,3.3,21.1,10,maruti,ritz,,1248,73.9,79
Bangalore,Petrol,Manual,First,5,5,19.1,7,maruti,swift,,1197,85.8,38
Coimbatore,Diesel,Manual,First,5,6.46,22.9,6,maruti,swift,,1248,74,59
Bangalore,Petrol,Manual,First,5,5,19.1,7,maruti,swift,,1197,85.8,38
Coimbatore,Diesel,Manual,First,5,6.46,22.9,6,maruti,swift,,1248,74,59
Jaipur,Petrol,Manual,First,5,3.75,21.1,3,hyundai,eon,,814,55.2,23
Kochi,Petrol,Manual,Third,5,1.52,17.3,17,maruti,zen,17.3,993,60,61
Coimbatore,Petrol,Manual,First,7,3.61,15.1,8,maruti,eeco,15.1,1196,73,56
Hyderabad,Diesel,Manual,First,5,3.65,19.3,10,maruti,swift,19.3,1248,73.9,130
Mumbai,Diesel,Manual,First,10,5.25,14.07,7,tata,sumo,14.07,1978,83.1,20
Delhi,Diesel,Manual,First,5,2.5,25,5,tata,indigo,25,1396,69.01,150
Bangalore,Petrol,Manual,First,5,4.15,23.1,5,maruti,celerio,23.1,998,67.04,74
Pune,Petrol,Manual,First,5,2.29,17.5,9,skoda,fabia,17.5,1198,75,47
Chennai,Diesel,Manual,First,5,7,22.77,5,ford,ecosport,22.77,1498,98.59,80
Bangalore,Petrol,Manual,Second,5,1.65,18.2,13,maruti,zen,18.2,1061,64,60
Ahmedabad,Petrol,Manual,First,5,8.25,20.73,3,maruti,ciaz,20.73,1373,91.1,6
Hyderabad,Petrol,Manual,First,5,6.5,17.8,4,honda,amaze,17.8,1198,86.7,33
Jaipur,Diesel,Manual,First,5,5.75,19.87,5,renault,duster,19.87,1461,83.8,91
Kolkata,Petrol,Manual,Second,5,2.1,16.47,9,volkswagen,polo,16.47,1198,73.9,43
Kolkata,Diesel,Manual,First,5,6.5,27.39,4,maruti,baleno,27.39,1248,74,29
Ahmedabad,Diesel,Manual,First,5,7.5,28.09,4,maruti,ciaz,28.09,1248,88.5,56
Pune,Petrol,Manual,First,5,5.48,17,3,volkswagen,ameo,17,1198,73.75,14
Hyderabad,Petrol,Manual,First,5,4.2,18.5,7,maruti,ritz,18.5,1197,85.8,35
Jaipur,Diesel,Manual,First,5,4.8,23.4,6,maruti,swift,23.4,1248,74,96
Kochi,Diesel,Manual,First,6,5.83,25.32,3,mahindra,kuv,25.32,1198,77,39
Pune,Petrol,Manual,First,5,5.85,21.4,4,maruti,baleno,21.4,1197,83.1,14
Mumbai,Diesel,Manual,First,5,6.21,27.3,4,honda,jazz,27.3,1498,98.6,38
Delhi,Petrol,Manual,First,5,3.65,17,7,hyundai,i20,17,1197,80,71
Delhi,Diesel,Manual,First,5,3.7,23,8,hyundai,i20,23,1396,90,71
Kochi,Petrol,Manual,First,5,4.85,19.1,4,hyundai,xcent,19.1,1197,82,48
Coimbatore,Petrol,Automatic,First,5,6.93,18.9,3,hyundai,grand,,1197,82,19
Kolkata,Petrol,Manual,First,5,2.6,22.74,4,maruti,alto,,796,47.3,26
Kolkata,Petrol,Manual,First,5,1.89,18.2,6,chevrolet,sail,,1199,82.5,37
Jaipur,Petrol,Manual,Second,5,1.8,19.81,12,hyundai,i10,,1086,68.05,84
Kolkata,Petrol,Manual,Second,5,1.4,17.5,12,maruti,swift,,1298,85.8,47
Hyderabad,Diesel,Manual,First,5,3.6,21.1,8,maruti,ritz,,1248,73.9,96
Jaipur,Petrol,Manual,Second,5,1.2,14.4,16,hyundai,accent,,1599,94,47
Coimbatore,Petrol,Manual,Second,5,4.94,17.8,6,honda,amaze,,1198,86.7,28
Delhi,Petrol,Manual,Second,5,1.25,18.9,13,maruti,wagon,,998,67.1,65
Chennai,Diesel,Manual,Second,5,4.8,22.07,7,volkswagen,polo,,1199,73.9,68
Pune,Petrol,Manual,Second,5,3.3,17,9,hyundai,i20,,1197,80,41
Bangalore,Diesel,Manual,First,5,2.4,25.44,8,chevrolet,beat,,936,57.6,65
Pune,Petrol,Manual,First,5,3.1,20.51,6,maruti,wagon,,998,67.04,51
Pune,Petrol,Manual,Second,5,1.05,15.4,14,maruti,baleno,,1590,94,146
Bangalore,Diesel,Manual,Second,5,7,22.77,5,ford,ecosport,,1498,98.59,47
Bangalore,Diesel,Manual,Second,5,7,22.77,5,ford,ecosport,,1498,98.59,47
Ahmedabad,Petrol,Manual,Second,5,2.5,13.2,10,hyundai,accent,,1495,94,58
Bangalore,Diesel,Manual,Second,5,7,22.77,5,ford,ecosport,,1498,98.59,47
Ahmedabad,Petrol,Manual,Second,5,2.5,13.2,10,hyundai,accent,,1495,94,58
Chennai,Petrol,Manual,First,5,2.1,20.92,9,maruti,alto,,998,67.1,91
Kolkata,Diesel,Manual,First,5,5.85,27.3,4,honda,jazz,27.3,1498,98.6,27
Delhi,Diesel,Manual,First,5,8.9,28.09,3,maruti,ciaz,28.09,1248,88.5,26
Mumbai,Petrol,Manual,First,5,5.15,20.4,4,maruti,swift,20.4,1197,81.8,9
Chennai,Petrol,Manual,Second,5,1.65,18.9,10,maruti,wagon,18.9,1061,67,134
Coimbatore,Diesel,Automatic,First,5,8.08,26.59,3,maruti,swift,26.59,1248,74,24
Pune,Petrol,Automatic,First,5,4.5,18.9,6,hyundai,grand,18.9,1197,82,37
Chennai,Petrol,Manual,Second,5,4.3,16.95,7,nissan,sunny,16.95,1498,97.7,55
Hyderabad,Petrol,Manual,First,5,2.6,19,10,maruti,a-star,19,998,66.1,81
Hyderabad,Petrol,Manual,First,5,4.45,25.17,2,renault,kwid,25.17,799,53.3,1
Chennai,Petrol,Manual,Second,5,1.75,18.9,12,maruti,wagon,18.9,1061,67,55
Jaipur,Diesel,Manual,First,5,2.8,25,4,tata,indigo,25,1396,69.01,65
Hyderabad,Diesel,Manual,First,5,6.2,22.54,5,hyundai,i20,22.54,1396,88.73,26
Kochi,Petrol,Manual,First,8,3.8,16.8,1,maruti,omni,16.8,796,34.2,11
Hyderabad,Diesel,Manual,First,5,6.1,25.2,6,maruti,swift,25.2,1248,74,81
Coimbatore,Diesel,Manual,First,5,11.65,23,1,ford,ecosport,23,1498,98.96,23
Mumbai,Petrol,Automatic,First,5,4.15,16.5,6,honda,brio,16.5,1198,86.8,26
Kolkata,Petrol,Manual,First,5,2.25,18.5,10,hyundai,i20,18.5,1197,80,18
Kochi,Diesel,Manual,First,5,8.51,26.59,1,maruti,swift,26.59,1248,74,18
Pune,Petrol,Manual,First,5,1.85,13.7,10,tata,manza,13.7,1368,88.8,75
Kolkata,Diesel,Manual,Second,5,2.5,22.9,8,maruti,swift,22.9,1248,74,82
Chennai,Diesel,Manual,First,5,4.75,22.07,7,volkswagen,polo,22.07,1199,73.9,60
Bangalore,Diesel,Manual,First,5,5.5,23,6,hyundai,i20,23,1396,90,67
Kochi,Diesel,Manual,First,5,2.47,25.44,6,chevrolet,beat,25.44,936,57.6,52
Kochi,Petrol,Manual,First,5,3.3,16.2,6,chevrolet,spark,16.2,995,62.1,36
Coimbatore,Diesel,Manual,First,5,6.99,24.4,4,hyundai,xcent,24.4,1120,71,14
Pune,Petrol,Manual,Second,5,2.3,18.06,10,nissan,micra,,1198,75,85
Coimbatore,Petrol,Manual,First,5,4.57,18.6,7,maruti,swift,,1197,85.8,61
Chennai,Diesel,Manual,First,5,3.5,24.4,4,hyundai,xcent,,1120,71,80
Coimbatore,Petrol,Manual,First,5,5.88,18.9,4,hyundai,grand,,1197,82,44
Kolkata,Petrol,Manual,First,5,4.6,18.5,5,hyundai,i20,,1197,80,35
Kolkata,Diesel,Manual,First,5,4.9,22.77,7,ford,ecosport,,1498,98.59,44
Kolkata,Diesel,Manual,First,5,3.8,22.07,6,volkswagen,polo,,1199,73.9,35
Hyderabad,Diesel,Manual,First,5,7.2,22.7,7,ford,ecosport,,1498,89.84,69
Hyderabad,Petrol,Manual,First,5,4.5,14.4,3,tata,indigo,,1396,65,23
Delhi,Diesel,Manual,First,5,4.15,26.59,6,maruti,swift,,1248,74,68
Coimbatore,Diesel,Manual,First,5,7.94,25.1,4,maruti,s-cross,,1248,88.5,74
Delhi,Petrol,Manual,First,5,3.7,18.9,4,maruti,wagon,,998,67.1,22
Chennai,Diesel,Manual,Third,5,1.5,25.44,9,chevrolet,beat,,936,57.6,109
Delhi,Petrol,Manual,Second,5,2.2,19.81,8,hyundai,i10,,1086,68.05,51
Kolkata,Petrol,Manual,First,5,1.92,20.36,11,hyundai,i10,,1197,78.9,43
Kolkata,Petrol,Manual,First,5,3.2,18.9,7,hyundai,grand,,1197,82,29
Kolkata,Diesel,Manual,First,5,3.85,23.4,6,maruti,swift,,1248,74,45
Kochi,Diesel,Manual,First,5,3.48,23,10,hyundai,i20,,1396,90,93
Hyderabad,Diesel,Manual,Second,5,4.55,25.83,3,ford,figo,,1498,99,95
Pune,Diesel,Manual,First,7,7,25.47,4,maruti,ertiga,,1248,88.5,130
Ahmedabad,Diesel,Manual,First,7,5.75,20.77,7,maruti,ertiga,,1248,88.8,67
Hyderabad,Petrol,Manual,First,5,1.7,19.7,11,maruti,alto,,796,46.3,35
Kochi,Diesel,Manual,First,5,10.49,24.3,1,maruti,vitara,,1248,88.5,34
Pune,Diesel,Manual,First,5,7.55,22.9,4,maruti,swift,,1248,74,58
Mumbai,Petrol,Manual,First,5,3.95,17.57,6,tata,zest,,1193,88.7,40
Bangalore,Petrol,Manual,Fourth & Above,5,3.25,17,10,hyundai,i20,,1197,80,61
Mumbai,Diesel,Manual,First,5,2.75,19.4,11,skoda,fabia,,1422,70,86
Kolkata,Diesel,Manual,First,5,7.35,21.43,5,toyota,corolla,,1364,87.2,45
Ahmedabad,Petrol,Manual,First,5,4.7,17,3,volkswagen,ameo,,1198,73.75,55
Ahmedabad,Petrol,Manual,First,5,4.7,17,3,volkswagen,ameo,,1198,73.75,55
Kochi,Petrol,Manual,First,5,3.42,20.36,7,hyundai,i10,,1197,78.9,46
Kolkata,Petrol,Manual,First,5,2.5,18.6,5,chevrolet,beat,,1199,76.8,120
Mumbai,Petrol,Automatic,First,5,3.45,16.95,9,hyundai,i10,,1197,78.9,64
Pune,Petrol,Automatic,First,5,3.3,24.07,5,maruti,alto,,998,67.1,73
Kolkata,Diesel,Manual,First,5,6.5,24.3,3,maruti,vitara,,1248,88.5,35
Hyderabad,Petrol,Manual,First,5,3.65,21.1,7,hyundai,eon,,814,55.2,17
Kolkata,Petrol,Manual,First,5,2.8,18.9,5,maruti,wagon,,998,67.1,14
Chennai,Petrol,Manual,First,5,4,17,8,hyundai,i20,,1197,80,50
Coimbatore,Petrol,Manual,Second,5,2.69,18.9,12,maruti,wagon,,998,67.1,53
Kolkata,Petrol,Manual,First,5,2.75,18,6,honda,amaze,,1198,86.7,48
Mumbai,Petrol,Manual,First,5,2.8,24.7,4,maruti,alto,,796,47.3,24
Coimbatore,Petrol,Manual,First,5,5.88,23.84,2,tata,tiago,,1199,84,9
Pune,Petrol,Manual,First,5,4.65,18.6,7,maruti,swift,,1197,85.8,32
Jaipur,Petrol,Manual,First,5,2.5,21.1,6,hyundai,eon,,814,55.2,18
Hyderabad,Diesel,Manual,First,5,6.85,22.54,4,hyundai,i20,,1396,88.73,33
Chennai,Diesel,Manual,First,5,5.25,23.59,8,toyota,etios,,1364,67.05,48
Coimbatore,Diesel,Manual,First,5,9.23,21.43,6,toyota,corolla,,1364,87.2,72
Hyderabad,Diesel,Manual,First,5,5.19,20.14,6,volkswagen,polo,,1498,88.8,69
Pune,Diesel,Manual,First,5,5.75,17.8,5,maruti,swift,,1248,75,79
Bangalore,Petrol,Automatic,First,5,2.99,19.2,11,hyundai,i10,,1197,80,60
Kolkata,Diesel,Manual,First,5,3.89,26.59,6,maruti,swift,,1248,74,57
Coimbatore,Diesel,Manual,First,5,11.73,26,2,honda,city,,1498,98.6,45
Coimbatore,Petrol,Manual,First,5,3.11,14,4,maruti,omni,,796,35,55
Ahmedabad,Diesel,Manual,First,7,8.7,24.52,2,maruti,ertiga,,1248,88.5,38
Kochi,Diesel,Manual,First,5,5.04,24,4,hyundai,grand,,1120,70,57
Jaipur,Diesel,Manual,First,5,8.5,28.09,3,maruti,ciaz,,1248,88.5,38
Mumbai,Diesel,Manual,First,5,5.65,20.5,5,fiat,avventura,,1248,91.72,32
Delhi,Petrol,Manual,First,5,5,18.9,3,hyundai,grand,,1197,81.86,8
Chennai,Diesel,Manual,First,5,1.75,18,9,tata,indica,,1248,75,120
Mumbai,Diesel,Manual,First,7,3.5,15.96,4,mahindra,bolero,,2523,62.1,40
Coimbatore,Diesel,Manual,First,5,10.46,24.3,2,maruti,vitara,,1248,88.5,64
Pune,Diesel,Manual,First,5,4.85,20.5,6,fiat,avventura,,1248,91.72,52
Kochi,Petrol,Manual,First,5,5.68,19.5,4,honda,amaze,,1199,88.76,51
Chennai,Petrol,Manual,First,5,3,18.9,7,maruti,wagon,,998,67.1,79
Delhi,Petrol,Manual,First,5,4.75,16.1,4,maruti,swift,,1197,85,42
Bangalore,Petrol,Manual,First,5,5.35,16.47,6,volkswagen,polo,,1198,74,62
Hyderabad,Petrol,Manual,First,5,5.98,18.9,3,hyundai,grand,,1197,81.86,20
Chennai,Diesel,Manual,Third,5,3.5,21.5,9,maruti,sx4,,1248,88.8,80
Kochi,Petrol,Manual,First,5,4.77,18.9,2,hyundai,grand,,1197,81.86,50
Delhi,Petrol,Manual,First,5,5.45,21.4,4,maruti,baleno,,1197,83.1,50
Ahmedabad,Petrol,Automatic,First,5,6.85,20.3,2,tata,tigor,,1199,84,1
Jaipur,Diesel,Automatic,First,5,7.3,26.59,4,maruti,swift,,1248,74,54
Pune,Petrol,Manual,First,5,1.25,15.3,13,tata,indica,,1193,65.3,108
Ahmedabad,Petrol,Manual,First,5,2.71,16.1,12,maruti,swift,,1298,88.2,65
Kolkata,Petrol,Manual,First,5,3.6,19.1,4,hyundai,xcent,,1197,82,32
Ahmedabad,Petrol,Manual,First,5,3,18.5,10,hyundai,i20,,1197,80,65
Ahmedabad,Petrol,Manual,First,5,4.7,17,3,volkswagen,ameo,,1198,73.75,55
Mumbai,Petrol,Manual,First,5,2.95,17.5,9,maruti,swift,,1298,85.8,58
Hyderabad,Diesel,Manual,First,5,5.95,25.2,5,maruti,swift,25.2,1248,74,58
Pune,Diesel,Manual,Second,5,2.25,19,10,fiat,linea,19,1248,93,172
Jaipur,Petrol,Manual,First,5,3.1,19.81,7,hyundai,i10,19.81,1086,68.05,46
Jaipur,Petrol,Manual,First,5,6.5,18.6,2,hyundai,i20,18.6,1197,81.83,5
Ahmedabad,Diesel,Manual,First,5,5.7,26,6,honda,city,26,1498,98.6,66
Ahmedabad,Diesel,Manual,First,8,8,12.99,7,toyota,innova,12.99,2494,100,119
Chennai,Petrol,Manual,First,5,2.6,25.17,4,renault,kwid,25.17,799,53.3,45
